zipcode,availability
64859,Yes
64853,Yes
64989,No
64988,No
64987,No
64986,No
64985,No
64984,No
64983,No
64982,No
64981,No
64980,No
64979,No
64978,No
64977,No
64976,No
64975,No
64974,No
64973,No
64972,No
64971,No
64970,No
64969,No
64968,No
64967,No
64966,No
64965,No
64964,No
64963,No
64962,No
64961,No
64960,No
64959,No
64958,No
64957,No
64956,No
64955,No
64954,No
64953,No
64952,No
64951,No
64950,No
64949,No
64948,No
64947,No
64946,No
64945,No
64944,No
64943,No
64942,No
64941,No
64940,No
64939,No
64938,No
64937,No
64936,No
64935,No
64934,No
64933,No
64932,No
64931,No
64930,No
64929,No
64928,No
64927,No
64926,No
64925,No
64924,No
64923,No
64922,No
64921,No
64920,No
64919,No
64918,No
64917,No
64916,No
64915,No
64914,No
64913,No
64912,No
64911,No
64910,No
64909,No
64908,No
64907,No
64906,No
64905,No
64904,No
64903,No
64902,No
64901,No
64900,No
64899,No
64898,No
64897,No
64896,No
64895,No
64894,No
64893,No
64892,No
64891,No
64890,No
64889,No
64888,No
64887,No
64886,No
64885,No
64884,No
64883,No
64882,No
64881,No
64880,No
64879,No
64878,No
64877,No
64876,No
64875,No
64874,No
64873,No
64872,No
64871,No
64870,No
64869,No
64868,No
64867,No
64866,No
64865,No
64864,No
64863,No
64862,No
64861,No
64860,No
64859,Yes
64858,No
64857,No
64856,No
64855,No
64854,No
64853,Yes
64852,No
64851,No
64850,Yes
64849,No
64848,No
64847,No
64846,Yes
64845,No
64844,No
64843,No
64842,No
64841,No
64840,No
64839,Yes
64838,No
64837,No
64836,No
64835,No
64834,No
64833,No
64832,Yes
64831,No
64830,No
64829,No
64828,No
64827,No
64826,No
64825,No
64824,No
64823,Yes
64822,No
64821,No
64820,No
64819,No
64818,No
64817,No
64816,No
64815,No
64814,No
64813,No
64812,No
64811,No
64810,No
64809,No
64808,No
64807,Yes
64806,No
64805,No
64804,No
64803,No
64802,No
64801,No
64800,No
64799,No
64798,No
64797,No
64796,No
64795,No
64794,No
64793,No
64792,No
64791,No
64790,No
64789,No
64788,No
64787,No
64786,No
64785,No
64784,No
64783,No
64782,No
64781,No
64780,No
64779,No
64778,No
64777,No
64776,No
64775,No
64774,No
64773,No
64772,No
64771,No
64770,No
64769,No
64768,No
64767,No
64766,No
64765,No
64764,No
64763,No
64762,No
64761,No
64760,Yes
64759,No
64758,No
64757,Yes
64756,Yes
64755,No
64754,Yes
64753,Yes
64752,No
64751,No
64750,Yes
64749,No
64748,No
64747,Yes
64746,No
64745,No
64744,No
64743,Yes
64742,No
64741,No
64740,No
64739,Yes
64738,No
64737,No
64736,No
64735,No
64734,No
64733,No
64732,Yes
64731,No
64730,No
64729,No
64728,No
64727,No
64726,No
64725,No
64724,No
64723,No
64722,No
64721,No
64720,Yes
64719,No
64718,No
64717,No
64716,No
64715,No
64714,No
64713,No
64712,No
64711,Yes
64710,No
64709,No
64708,No
64707,No
64706,No
64705,No
64704,No
64703,No
64702,No
64701,No
64700,No
64699,No
64698,No
64697,No
64696,No
64695,No
64694,No
64693,No
64692,No
64691,No
64690,No
64689,Yes
64688,No
64687,No
64686,Yes
64685,No
64684,No
64683,Yes
64682,No
64681,No
64680,No
64679,No
64678,Yes
64677,No
64676,No
64675,No
64674,No
64673,Yes
64672,No
64671,No
64670,No
64669,No
64668,Yes
64667,No
64666,No
64665,Yes
64664,No
64663,No
64662,No
64661,No
64660,No
64659,No
64658,Yes
64657,No
64656,No
64655,No
64654,No
64653,Yes
64652,No
64651,No
64650,No
64649,No
64648,No
64647,No
64646,Yes
64645,No
64644,No
64643,No
64642,No
64641,No
64640,No
64639,No
64638,No
64637,No
64636,No
64635,No
64634,No
64633,No
64632,No
64631,No
64630,No
64629,No
64628,No
64627,No
64626,No
64625,Yes
64624,No
64623,No
64622,No
64621,No
64620,No
64619,No
64618,No
64617,No
64616,No
64615,No
64614,No
64613,No
64612,No
64611,No
64610,No
64609,No
64608,No
64607,No
64606,No
64605,No
64604,No
64603,No
64602,No
64601,No
64600,No
64599,No
64598,No
64597,No
64596,No
64595,No
64594,No
64593,No
64592,No
64591,No
64590,No
64589,Yes
64588,No
64587,No
64586,No
64585,No
64584,Yes
64583,No
64582,No
64581,No
64580,No
64579,Yes
64578,No
64577,No
64576,No
64575,No
64574,No
64573,No
64572,Yes
64571,No
64570,No
64569,Yes
64568,No
64567,No
64566,No
64565,No
64564,No
64563,No
64562,No
64561,No
64560,Yes
64559,No
