zipcode,availability
71739,Yes
71737,Yes
71989,No
71988,No
71987,No
71986,No
71985,No
71984,No
71983,No
71982,No
71981,No
71980,No
71979,No
71978,No
71977,No
71976,No
71975,No
71974,No
71973,No
71972,No
71971,No
71970,No
71969,No
71968,No
71967,No
71966,No
71965,No
71964,No
71963,No
71962,No
71961,No
71960,No
71959,No
71958,No
71957,No
71956,No
71955,No
71954,No
71953,No
71952,No
71951,No
71950,No
71949,No
71948,No
71947,No
71946,No
71945,No
71944,No
71943,No
71942,No
71941,No
71940,No
71939,No
71938,No
71937,No
71936,No
71935,No
71934,No
71933,No
71932,No
71931,No
71930,No
71929,No
71928,No
71927,No
71926,No
71925,No
71924,No
71923,No
71922,No
71921,No
71920,No
71919,No
71918,No
71917,No
71916,No
71915,No
71914,No
71913,No
71912,No
71911,No
71910,No
71909,No
71908,No
71907,No
71906,No
71905,No
71904,No
71903,No
71902,No
71901,No
71900,No
71899,No
71898,No
71897,No
71896,No
71895,No
71894,No
71893,No
71892,No
71891,No
71890,No
71889,No
71888,No
71887,No
71886,No
71885,No
71884,No
71883,No
71882,No
71881,No
71880,No
71879,No
71878,No
71877,No
71876,No
71875,No
71874,No
71873,No
71872,No
71871,No
71870,No
71869,No
71868,No
71867,No
71866,No
71865,No
71864,No
71863,No
71862,No
71861,No
71860,No
71859,No
71858,No
71857,No
71856,No
71855,No
71854,No
71853,No
71852,No
71851,No
71850,No
71849,No
71848,No
71847,No
71846,No
71845,No
71844,No
71843,No
71842,No
71841,No
71840,No
71839,No
71838,No
71837,No
71836,No
71835,No
71834,No
71833,No
71832,No
71831,No
71830,No
71829,No
71828,No
71827,No
71826,No
71825,No
71824,No
71823,No
71822,No
71821,No
71820,No
71819,No
71818,No
71817,No
71816,No
71815,No
71814,No
71813,No
71812,No
71811,No
71810,No
71809,No
71808,No
71807,No
71806,No
71805,No
71804,No
71803,No
71802,No
71801,No
71800,No
71799,No
71798,No
71797,No
71796,No
71795,No
71794,No
71793,No
71792,No
71791,No
71790,No
71789,No
71788,No
71787,No
71786,No
71785,No
71784,No
71783,No
71782,No
71781,No
71780,No
71779,No
71778,No
71777,No
71776,No
71775,No
71774,No
71773,No
71772,No
71771,No
71770,No
71769,No
71768,No
71767,No
71766,No
71765,No
71764,No
71763,No
71762,No
71761,No
71760,No
71759,No
71758,No
71757,No
71756,No
71755,No
71754,No
71753,No
71752,No
71751,No
71750,No
71749,No
71748,No
71747,No
71746,No
71745,No
71744,No
71743,No
71742,No
71741,No
71740,No
71738,No
71736,No
71735,Yes
71734,No
71733,No
71732,Yes
71731,No
71730,No
71729,Yes
71728,No
71727,No
71726,Yes
71725,No
71724,No
71723,Yes
71722,No
71721,No
71720,Yes
71719,No
71718,No
71717,Yes
71716,No
71715,No
71714,No
71713,No
71712,No
71711,Yes
71710,No
71709,No
71708,No
71707,No
71706,Yes
71705,No
71704,No
71703,No
71702,No
