zipcode,availability
93499,Yes
93497,Yes
93989,No
93988,No
93987,No
93986,No
93985,No
93984,No
93983,No
93982,No
93981,No
93980,No
93979,No
93978,No
93977,No
93976,No
93975,No
93974,No
93973,No
93972,No
93971,No
93970,No
93969,No
93968,No
93967,No
93966,No
93965,No
93964,No
93963,No
93962,No
93961,No
93960,No
93959,No
93958,No
93957,No
93956,No
93955,No
93954,No
93953,No
93952,No
93951,No
93950,No
93949,No
93948,No
93947,No
93946,No
93945,No
93944,No
93943,No
93942,No
93941,No
93940,No
93939,No
93938,No
93937,No
93936,No
93935,No
93934,No
93933,No
93932,No
93931,No
93930,No
93929,No
93928,No
93927,No
93926,No
93925,No
93924,No
93923,No
93922,No
93921,No
93920,No
93919,No
93918,No
93917,No
93916,No
93915,No
93914,No
93913,No
93912,No
93911,No
93910,No
93909,No
93908,No
93907,No
93906,No
93905,No
93904,No
93903,No
93902,No
93901,No
93900,No
93899,No
93898,No
93897,No
93896,No
93895,No
93894,No
93893,No
93892,No
93891,No
93890,No
93889,No
93888,No
93887,No
93886,No
93885,No
93884,No
93883,No
93882,No
93881,No
93880,No
93879,No
93878,No
93877,No
93876,No
93875,No
93874,No
93873,No
93872,No
93871,No
93870,No
93869,No
93868,No
93867,No
93866,No
93865,No
93864,No
93863,No
93862,No
93861,No
93860,No
93859,No
93858,No
93857,No
93856,No
93855,No
93854,No
93853,No
93852,No
93851,No
93850,No
93849,No
93848,No
93847,No
93846,No
93845,No
93844,No
93843,No
93842,No
93841,No
93840,No
93839,No
93838,No
93837,No
93836,No
93835,No
93834,No
93833,No
93832,No
93831,No
93830,No
93829,No
93828,No
93827,No
93826,No
93825,No
93824,No
93823,No
93822,No
93821,No
93820,No
93819,No
93818,No
93817,No
93816,No
93815,No
93814,No
93813,No
93812,No
93811,No
93810,No
93809,No
93808,No
93807,No
93806,No
93805,No
93804,No
93803,No
93802,No
93801,No
93800,No
93799,No
93798,No
93797,No
93796,No
93795,No
93794,No
93793,No
93792,No
93791,No
93790,No
93789,No
93788,No
93787,No
93786,No
93785,No
93784,No
93783,No
93782,No
93781,No
93780,No
93779,No
93778,No
93777,No
93776,No
93775,No
93774,No
93773,No
93772,No
93771,No
93770,No
93769,No
93768,No
93767,No
93766,No
93765,No
93764,No
93763,No
93762,No
93761,No
93760,No
93759,No
93758,No
93757,No
93756,No
93755,No
93754,No
93753,No
93752,No
93751,No
93750,No
93749,No
93748,No
93747,No
93746,No
93745,No
93744,No
93743,No
93742,No
93741,No
93740,No
93739,No
93738,No
93737,No
93736,No
93735,No
93734,No
93733,No
93732,No
93731,No
93730,No
93729,No
93728,No
93727,No
93726,No
93725,No
93724,No
93723,No
93722,No
93721,No
93720,No
93719,No
93718,No
93717,No
93716,No
93715,No
93714,No
93713,No
93712,No
93711,No
93710,No
93709,No
93708,No
93707,No
93706,No
93705,No
93704,No
93703,No
93702,No
93701,No
93700,No
93699,No
93698,No
93697,No
93696,No
93695,No
93694,No
93693,No
93692,No
93691,No
93690,No
93689,No
93688,No
93687,No
93686,No
93685,No
93684,No
93683,No
93682,No
93681,No
93680,No
93679,No
93678,No
93677,No
93676,No
93675,No
93674,No
93673,No
93672,No
93671,No
93670,No
93669,No
93668,No
93667,No
93666,No
93665,No
93664,No
93663,No
93662,No
93661,No
93660,No
93659,No
93658,No
93657,No
93656,No
93655,No
93654,No
93653,No
93652,No
93651,No
93650,No
93649,No
93648,No
93647,No
93646,No
93645,No
93644,No
93643,No
93642,No
93641,No
93640,No
93639,No
93638,No
93637,No
93636,No
93635,No
93634,No
93633,No
93632,No
93631,No
93630,No
93629,No
93628,No
93627,No
93626,No
93625,No
93624,No
93623,No
93622,No
93621,No
93620,No
93619,No
93618,No
93617,No
93616,No
93615,No
93614,No
93613,No
93612,No
93611,No
93610,No
93609,No
93608,No
93607,No
93606,No
93605,No
93604,No
93603,No
93602,No
93601,No
93600,No
93599,No
93598,No
93597,No
93596,No
93595,No
93594,No
93593,No
93592,No
93591,No
93590,No
93589,No
93588,No
93587,No
93586,No
93585,No
93584,No
93583,No
93582,No
93581,No
93580,No
93579,No
93578,No
93577,No
93576,No
93575,No
93574,No
93573,No
93572,No
93571,No
93570,No
93569,No
93568,No
93567,No
93566,No
93565,No
93564,No
93563,No
93562,No
93561,No
93560,No
93559,No
93558,No
93557,No
93556,No
93555,No
93554,No
93553,No
93552,No
93551,No
93550,No
93549,No
93548,No
93547,No
93546,No
93545,No
93544,No
93543,No
93542,No
93541,No
93540,No
93539,No
93538,No
93537,No
93536,No
93535,No
93534,No
93533,No
93532,No
93531,No
93530,No
93529,No
93528,No
93527,No
93526,No
93525,No
93524,No
93523,No
93522,No
93521,No
93520,No
93519,No
93518,No
93517,No
93516,No
93515,No
93514,No
93513,No
93512,No
93511,No
93510,No
93509,No
93508,No
93507,No
93506,No
93505,No
93504,No
93503,No
93502,No
93501,No
93500,No
93498,No
93496,No
93495,Yes
93494,Yes
93494,No
93493,Yes
93493,No
93492,Yes
93492,No
93491,Yes
93491,No
93490,Yes
93490,No
93489,Yes
93489,No
93488,Yes
93488,No
93487,Yes
93487,No
93486,Yes
93486,No
93485,Yes
93485,No
93484,Yes
93484,No
93483,Yes
93483,No
93482,Yes
93482,No
93481,Yes
93481,No
93480,Yes
93480,No
93479,Yes
93479,No
93478,Yes
93478,No
93477,Yes
93477,No
93476,Yes
93476,No
93475,Yes
93475,No
93474,Yes
93474,No
93473,Yes
93473,No
93472,Yes
93472,No
93471,Yes
93471,No
93470,Yes
93470,No
93469,Yes
93469,No
93468,Yes
93468,No
93467,Yes
93467,No
93466,Yes
93466,No
93465,Yes
93465,No
93464,Yes
93464,No
93463,Yes
93463,No
93462,Yes
93462,No
93461,Yes
93461,No
93460,Yes
93460,No
93459,Yes
93459,No
93458,Yes
93458,No
93457,Yes
93457,No
93456,Yes
93456,No
93455,Yes
93455,No
93454,Yes
93454,No
93453,Yes
93453,No
93452,Yes
93452,No
93451,Yes
93451,No
93450,Yes
93450,No
93449,Yes
93449,No
93448,Yes
93448,No
93447,Yes
93447,No
93446,Yes
93446,No
93445,Yes
93445,No
93444,Yes
93444,No
93443,Yes
93443,No
93442,Yes
93442,No
93441,Yes
93441,No
93440,Yes
93440,No
93439,Yes
93439,No
93438,Yes
93438,No
93437,Yes
93437,No
93436,Yes
93436,No
93435,Yes
93435,No
93434,Yes
93434,No
93433,Yes
93433,No
93432,Yes
93432,No
93431,Yes
93431,No
93430,Yes
93430,No
93429,Yes
93429,No
93428,Yes
93428,No
93427,Yes
93427,No
93426,Yes
93426,No
93425,Yes
93425,No
93424,Yes
93424,No
93423,Yes
93423,No
93422,Yes
93422,No
93421,Yes
93421,No
93420,Yes
93420,No
93419,Yes
93419,No
93418,Yes
93418,No
93417,Yes
93417,No
93416,Yes
93416,No
93415,Yes
93415,No
93414,Yes
93414,No
93413,Yes
93413,No
93412,Yes
93412,No
93411,Yes
93411,No
93410,Yes
93410,No
93409,Yes
93409,No
93408,Yes
93408,No
93407,Yes
93407,No
93406,Yes
93406,No
93405,Yes
93405,No
93404,Yes
93404,No
93403,Yes
93403,No
93402,Yes
93402,No
93401,Yes
93401,No
93400,Yes
93400,No
93399,Yes
93399,No
93398,Yes
93398,No
93397,Yes
93397,No
93396,Yes
93396,No
93395,Yes
93395,No
93394,Yes
93394,No
93393,Yes
93393,No
93392,Yes
93392,No
93391,Yes
93391,No
93390,Yes
93390,No
93389,Yes
93389,No
93388,Yes
93388,No
93387,Yes
93387,No
93386,Yes
93386,No
93385,Yes
93385,No
93384,Yes
93384,No
93383,Yes
93383,No
93382,Yes
93382,No
93381,Yes
93381,No
93380,Yes
93380,No
93379,Yes
93379,No
93378,Yes
93378,No
93377,Yes
93377,No
93376,Yes
93376,No
93375,Yes
93375,No
93374,Yes
93374,No
93373,Yes
93373,No
93372,Yes
93372,No
93371,Yes
93371,No
93370,Yes
93370,No
93369,Yes
93369,No
93368,Yes
93368,No
93367,Yes
93367,No
93366,Yes
93366,No
93365,Yes
93365,No
93364,Yes
93364,No
93363,Yes
93363,No
93362,Yes
93362,No
93361,Yes
93361,No
93360,No
93359,Yes
93358,Yes
93357,No
93356,Yes
93355,No
93354,Yes
93353,No
93352,Yes
93351,Yes
93350,No
93349,Yes
93348,Yes
93347,No
93346,Yes
93345,Yes
93344,No
93343,Yes
93342,Yes
93341,No
93340,No
93339,Yes
93338,No
93337,No
93336,Yes
93335,No
93334,No
93333,Yes
93332,No
93331,No
93330,No
93329,No
93328,No
93327,No
93326,Yes
93325,No
93324,No
93323,No
93322,No
93321,No
93320,No
93319,No
93318,No
93317,No
93316,No
93315,No
93314,No
93313,No
93312,No
93311,No
93310,No
93309,Yes
93308,No
93307,No
93306,No
93305,No
93304,No
93303,No
93302,No
93301,No
93300,No
93299,No
93298,No
93297,No
93296,No
93295,No
93294,No
93293,No
93292,No
93291,No
93290,No
93289,No
93288,No
93287,No
93286,No
93285,No
93284,No
93283,No
93282,No
93281,No
93280,No
93279,No
93278,No
93277,No
93276,No
93275,No
93274,No
93273,No
93272,No
93271,No
93270,No
93269,No
93268,No
93267,No
93266,No
93265,No
93264,No
93263,No
93262,No
93261,No
93260,No
93259,No
93258,No
93257,No
93256,No
93255,No
93254,No
93253,No
93252,No
93251,No
93250,No
93249,No
93248,No
93247,No
93246,No
93245,No
93244,No
93243,No
93242,No
93241,No
93240,No
93239,No
93238,No
93237,No
93236,No
93235,No
93234,No
93233,No
93232,No
93231,No
93230,No
93229,No
93228,No
93227,No
93226,No
93225,No
93224,No
93223,No
93222,No
93221,No
93220,No
93219,No
93218,No
93217,No
93216,No
93215,No
93214,No
93213,No
93212,No
93211,No
93210,No
93209,No
93208,No
93207,No
93206,No
93205,No
93204,No
93203,No
93202,No
93201,No
93200,No
93199,Yes
93198,No
93197,Yes
93196,No
93195,Yes
93194,Yes
93193,No
93192,Yes
93191,Yes
93190,No
93189,Yes
93188,Yes
93187,No
93186,Yes
93185,Yes
93184,No
93183,Yes
93182,Yes
93181,No
93180,Yes
93179,Yes
93178,No
93177,Yes
93176,Yes
93175,No
93174,No
93173,Yes
93172,No
93171,No
93170,Yes
93169,No
93168,No
93167,Yes
93166,No
93165,No
93164,Yes
93163,No
93162,No
93161,Yes
93160,No
93159,No
93158,Yes
93157,No
93156,No
93155,Yes
93154,No
93153,No
93152,Yes
93151,No
93150,No
93149,Yes
93148,No
93147,No
93146,No
93145,No
93144,No
93143,No
93142,Yes
93141,No
93140,No
93139,No
93138,Yes
93137,No
93136,No
93135,No
93134,No
93133,Yes
93132,No
93131,No
93130,No
93129,No
93128,Yes
93127,No
93126,No
93125,No
93124,No
93123,No
93122,No
93121,No
93120,No
93119,No
93118,No
93117,No
93116,No
93115,No
93114,No
93113,No
93112,No
93111,No
93110,No
93109,Yes
93108,No
93107,Yes
93106,No
93105,Yes
93104,Yes
93103,No
93102,Yes
93101,Yes
93100,No
93099,Yes
93098,Yes
93097,No
93096,Yes
93095,Yes
93094,No
93093,Yes
93092,Yes
93091,No
93090,Yes
93089,Yes
93088,No
93087,Yes
93086,Yes
93085,No
93084,No
93083,Yes
93082,No
93081,No
93080,Yes
93079,No
93078,No
93077,Yes
93076,No
93075,No
93074,No
93073,Yes
93072,No
93071,No
93070,No
93069,No
93068,No
93067,No
93066,No
93065,No
93064,No
93063,No
93062,No
93061,No
93060,No
93059,Yes
93058,No
93057,Yes
93056,No
93055,Yes
93054,No
93053,Yes
93052,No
93051,Yes
93050,No
93049,Yes
93048,No
93047,Yes
93046,No
93045,No
93044,No
93043,No
93042,No
93041,No
93040,No
93039,No
93038,No
93037,No
93036,No
93035,No
93034,No
93033,No
93032,No
93031,No
93030,No
93029,No
93028,No
93027,No
93026,No
93025,No
93024,No
93023,No
93022,No
93021,No
93020,No
93019,No
93018,No
93017,No
93016,No
93015,No
93014,No
93013,No
93012,No
93011,No
93010,No
93009,No
93008,No
93007,No
93006,No
93005,No
93004,No
93003,No
93002,No
93001,No
93000,No
92999,No
92998,No
92997,No
92996,No
92995,No
92994,No
92993,No
92992,No
92991,No
92990,No
