zipcode,availability
94579,Yes
94577,Yes
94989,No
94988,No
94987,No
94986,No
94985,No
94984,No
94983,No
94982,No
94981,No
94980,No
94979,No
94978,No
94977,No
94976,No
94975,No
94974,No
94973,No
94972,No
94971,No
94970,No
94969,No
94968,No
94967,No
94966,No
94965,No
94964,No
94963,No
94962,No
94961,No
94960,No
94959,No
94958,No
94957,No
94956,No
94955,No
94954,No
94953,No
94952,No
94951,No
94950,No
94949,No
94948,No
94947,No
94946,No
94945,No
94944,No
94943,No
94942,No
94941,No
94940,No
94939,No
94938,No
94937,No
94936,No
94935,No
94934,No
94933,No
94932,No
94931,No
94930,No
94929,No
94928,No
94927,No
94926,No
94925,No
94924,No
94923,No
94922,No
94921,No
94920,No
94919,No
94918,No
94917,No
94916,No
94915,No
94914,No
94913,No
94912,No
94911,No
94910,No
94909,No
94908,No
94907,No
94906,No
94905,No
94904,No
94903,No
94902,No
94901,No
94900,No
94899,No
94898,No
94897,No
94896,No
94895,No
94894,No
94893,No
94892,No
94891,No
94890,No
94889,No
94888,No
94887,No
94886,No
94885,No
94884,No
94883,No
94882,No
94881,No
94880,No
94879,No
94878,No
94877,No
94876,No
94875,No
94874,No
94873,No
94872,No
94871,No
94870,No
94869,No
94868,No
94867,No
94866,No
94865,No
94864,No
94863,No
94862,No
94861,No
94860,No
94859,No
94858,No
94857,No
94856,No
94855,No
94854,No
94853,No
94852,No
94851,No
94850,No
94849,No
94848,No
94847,No
94846,No
94845,No
94844,No
94843,No
94842,No
94841,No
94840,No
94839,No
94838,No
94837,No
94836,No
94835,No
94834,No
94833,No
94832,No
94831,No
94830,No
94829,No
94828,No
94827,No
94826,No
94825,No
94824,No
94823,No
94822,No
94821,No
94820,No
94819,No
94818,No
94817,No
94816,No
94815,No
94814,No
94813,No
94812,No
94811,No
94810,No
94809,No
94808,No
94807,No
94806,No
94805,No
94804,No
94803,No
94802,No
94801,No
94800,No
94799,No
94798,No
94797,No
94796,No
94795,No
94794,No
94793,No
94792,No
94791,No
94790,No
94789,No
94788,No
94787,No
94786,No
94785,No
94784,No
94783,No
94782,No
94781,No
94780,No
94779,No
94778,No
94777,No
94776,No
94775,No
94774,No
94773,No
